2019-06-29 00:41:20,978:Key.backspace
2019-06-29 00:41:21,150:Key.backspace
2019-06-29 00:41:21,294:Key.backspace
2019-06-29 00:41:21,866:Key.backspace
2019-06-29 00:41:22,214:'l'
2019-06-29 00:41:22,878:'o'
2019-06-29 00:41:43,860:Key.ctrl_l
2019-06-29 00:41:44,359:Key.ctrl_l
2019-06-29 00:41:44,391:Key.ctrl_l
2019-06-29 00:41:44,423:Key.ctrl_l
2019-06-29 00:41:44,459:Key.ctrl_l
2019-06-29 00:41:44,491:Key.ctrl_l
2019-06-29 00:41:44,503:'c'
2019-06-29 00:41:48,117:Key.ctrl_l
2019-06-29 00:41:48,365:'x'
2019-06-29 00:41:49,681:Key.ctrl_l
2019-06-29 00:41:50,183:Key.ctrl_l
2019-06-29 00:41:50,213:Key.ctrl_l
2019-06-29 00:41:50,249:Key.ctrl_l
2019-06-29 00:41:50,277:Key.ctrl_l
2019-06-29 00:41:50,309:Key.ctrl_l
2019-06-29 00:41:50,345:Key.ctrl_l
2019-06-29 00:41:50,377:Key.ctrl_l
2019-06-29 00:41:50,409:Key.ctrl_l
2019-06-29 00:41:50,441:Key.ctrl_l
2019-06-29 00:41:50,473:Key.ctrl_l
2019-06-29 00:41:50,505:Key.ctrl_l
2019-06-29 00:41:50,537:Key.ctrl_l
2019-06-29 00:41:50,569:Key.ctrl_l
2019-06-29 00:41:50,601:Key.ctrl_l
2019-06-29 00:41:50,637:Key.ctrl_l
2019-06-29 00:41:50,665:Key.ctrl_l
2019-06-29 00:41:50,697:Key.ctrl_l
2019-06-29 00:41:50,733:Key.ctrl_l
2019-06-29 00:41:50,765:Key.ctrl_l
2019-06-29 00:41:50,797:Key.ctrl_l
2019-06-29 00:41:50,829:Key.ctrl_l
2019-06-29 00:41:50,861:Key.ctrl_l
2019-06-29 00:41:51,025:Key.ctrl_l
2019-06-29 00:41:51,285:'c'
2019-06-29 00:41:52,236:Key.ctrl_l
2019-06-29 00:41:52,500:'x'
2019-06-29 00:42:12,243:Key.backspace
2019-06-29 00:42:12,719:Key.backspace
2019-06-29 00:42:15,206:Key.backspace
2019-06-29 00:42:16,570:Key.backspace
2019-06-29 00:42:19,177:Key.delete
2019-06-29 00:42:22,224:Key.ctrl_l
2019-06-29 00:42:22,724:Key.ctrl_l
2019-06-29 00:42:22,760:Key.ctrl_l
2019-06-29 00:42:22,792:Key.ctrl_l
2019-06-29 00:42:22,824:Key.ctrl_l
2019-06-29 00:42:22,856:Key.ctrl_l
2019-06-29 00:42:22,888:Key.ctrl_l
2019-06-29 00:42:22,920:Key.ctrl_l
2019-06-29 00:42:22,952:Key.ctrl_l
2019-06-29 00:42:22,984:Key.ctrl_l
2019-06-29 00:42:22,996:'s'
2019-06-29 00:42:40,587:Key.esc
2019-06-29 00:42:41,194:Key.esc
2019-06-29 00:42:41,666:Key.esc
2019-06-29 00:42:41,946:Key.esc
2019-06-29 00:42:42,210:Key.esc
2019-06-29 00:42:43,682:Key.esc
2019-06-29 00:42:43,862:Key.esc
2019-06-29 00:42:44,054:Key.esc
2019-06-29 00:42:44,241:Key.esc
2019-06-29 00:42:44,433:Key.esc
2019-06-29 00:42:44,609:Key.esc
2019-06-29 00:42:48,488:Key.ctrl_l
2019-06-29 00:42:48,912:'x'
2019-06-29 00:42:49,412:Key.ctrl_l
2019-06-29 00:42:49,752:'c'
2019-06-29 00:42:50,508:Key.ctrl_l
2019-06-29 00:42:50,788:'c'
