2019-06-29 00:40:55,770:'a'
2019-06-29 00:40:55,886:'s'
2019-06-29 00:40:55,938:'d'
2019-06-29 00:40:56,114:'f'
2019-06-29 00:40:56,194:'a'
2019-06-29 00:40:56,254:'s'
2019-06-29 00:40:56,362:'d'
2019-06-29 00:40:56,478:'f'
2019-06-29 00:40:56,550:'a'
2019-06-29 00:40:56,650:'s'
2019-06-29 00:40:56,726:'d'
2019-06-29 00:40:56,806:'f'
2019-06-29 00:40:56,842:'a'
2019-06-29 00:40:58,725:Key.enter
2019-06-29 00:40:59,205:'a'
2019-06-29 00:40:59,261:'s'
2019-06-29 00:40:59,337:'d'
2019-06-29 00:40:59,405:'f'
2019-06-29 00:40:59,513:'a'
2019-06-29 00:40:59,625:'s'
2019-06-29 00:41:00,640:Key.enter
2019-06-29 00:41:00,832:Key.enter
2019-06-29 00:41:00,992:Key.enter
2019-06-29 00:41:01,116:'a'
2019-06-29 00:41:01,176:'s'
2019-06-29 00:41:01,252:'d'
2019-06-29 00:41:01,348:'f'
2019-06-29 00:41:01,480:'a'
2019-06-29 00:41:01,540:'s'
2019-06-29 00:41:01,592:'d'
2019-06-29 00:41:01,648:'f'
2019-06-29 00:41:01,732:'a'
2019-06-29 00:41:02,100:Key.enter
2019-06-29 00:41:02,312:Key.enter
2019-06-29 00:41:02,572:'a'
2019-06-29 00:41:02,632:'s'
2019-06-29 00:41:02,724:'d'
2019-06-29 00:41:02,808:'f'
2019-06-29 00:41:02,924:'a'
2019-06-29 00:41:03,056:'f'
2019-06-29 00:41:03,484:'`'
2019-06-29 00:41:04,663:Key.enter
2019-06-29 00:41:06,443:Key.esc
2019-06-29 00:41:07,163:Key.esc
2019-06-29 00:41:07,578:Key.enter
2019-06-29 00:41:07,938:Key.enter
2019-06-29 00:41:08,122:Key.enter
2019-06-29 00:41:08,410:Key.esc
2019-06-29 00:41:08,634:Key.esc
2019-06-29 00:41:09,278:'a'
2019-06-29 00:41:09,438:'f'
2019-06-29 00:41:09,598:'d'
2019-06-29 00:41:09,614:'s'
2019-06-29 00:41:09,762:'f'
2019-06-29 00:41:09,846:'a'
2019-06-29 00:41:10,745:Key.enter
2019-06-29 00:41:11,869:'i'
2019-06-29 00:41:12,125:Key.space
2019-06-29 00:41:12,481:'h'
2019-06-29 00:41:12,753:'a'
2019-06-29 00:41:13,013:'t'
2019-06-29 00:41:13,245:'e'
2019-06-29 00:41:13,417:Key.space
2019-06-29 00:41:13,601:'t'
2019-06-29 00:41:13,765:'h'
2019-06-29 00:41:13,905:'i'
2019-06-29 00:41:14,040:'s'
2019-06-29 00:41:16,816:Key.enter
2019-06-29 00:41:17,152:Key.enter
2019-06-29 00:41:17,423:Key.enter
2019-06-29 00:41:18,347:'i'
2019-06-29 00:41:18,819:Key.space
2019-06-29 00:41:19,027:'h'
2019-06-29 00:41:19,195:'a'
2019-06-29 00:41:19,551:'r'
2019-06-29 00:41:19,563:'t'
